1.885939	1.999143	t
1.999143	2.248348	a
2.374915	2.491657	t
2.491657	2.771914	a
2.895337	3.019154	t
3.019154	3.275434	a
3.407504	3.530535	t
3.530535	3.799393	a
3.954262	4.075327	t
4.075327	4.346936	a
4.480973	4.604003	t
4.604003	4.831589	a
4.966804	5.087083	t
5.087083	5.343363	a
5.480937	5.605146	t
5.605146	5.754119	a
6.063070	6.201823	t
6.201823	6.386172	a
6.517064	6.662499	t
6.662499	6.862177	a
7.003682	7.136538	t
7.136538	7.343292	a
7.495016	7.619226	t
7.619226	7.836592	a
7.981241	8.111347	t
8.111347	8.287441	a
8.455281	8.603467	t
8.603467	8.761088	a
8.931679	9.057461	t
9.057461	9.213115	a
