0.138568	1.256028	i
1.408530	2.353862	i
2.778660	3.838450	i
5.434750	6.575384	i
7.119318	8.220747	i
9.568770	9.632758	t
9.632758	9.769226	i
9.903996	9.989501	t
9.989501	10.088597	i
10.185994	10.269234	t
10.269234	10.421558	i
11.317948	11.417043	t
11.417043	11.540488	i
12.698521	12.794785	t
12.794785	12.968627	i
14.015644	14.644110	a
14.932832	15.667239	a
16.302810	16.998033	a
17.568297	18.131457	a
18.543535	19.379454	a
19.379454	20.308252	a
20.308252	20.990414	a
21.469250	22.201288	a
24.708433	25.669769	a
26.658910	27.563267	a
28.292421	28.322294	t
28.322294	28.654830	a
28.781397	28.834265	t
28.834265	29.178396	a
29.301819	29.354097	t
29.354097	29.681916	a
29.813986	29.856634	t
29.856634	30.205875	a
30.360744	30.391403	t
30.391403	30.753418	a
30.887455	30.917524	t
30.917524	31.238071	a
31.373286	31.404142	t
31.404142	31.749845	a
31.887419	31.923778	t
31.923778	32.160601	a
32.469552	32.538536	t
32.538536	32.792654	a
32.923546	32.986043	t
32.986043	33.268659	a
33.410164	33.440037	t
33.440037	33.749774	a
33.901498	33.926458	t
33.926458	34.243074	a
34.387723	34.413469	t
34.413469	34.693923	a
34.861763	34.891046	t
34.891046	35.167570	a
35.338161	35.364300	t
35.364300	35.619597	a
36.589689	36.672593	t
36.672593	37.009092	a
37.144955	37.225382	t
37.225382	37.599710	a
37.740559	37.794777	t
37.794777	38.167505	a
38.337763	38.392582	t
38.392582	38.785516	a
38.982783	39.023797	t
39.023797	39.443141	a
39.679622	39.701829	t
39.701829	39.977524	a
40.336646	40.404670	t
40.404670	40.785000	a
40.943654	41.020280	t
41.020280	41.415616	a
41.573870	41.616284	t
41.616284	42.065238	a
42.212888	42.291315	t
42.292115	42.653839	a
42.819496	42.846905	t
42.846905	43.142606	a
43.782825	43.877057	t
43.877057	44.236380	a
44.423444	44.467659	t
44.467659	44.879000	a
45.060662	45.105077	t
45.105077	45.498932	a
45.703482	45.780308	t
45.780308	46.149435	a
46.346702	46.417726	t
46.417726	46.685018	a
47.128073	47.184284	t
47.184284	47.633969	a
47.820046	47.902423	t
47.902423	48.362770	a
48.553692	48.610872	t
48.610872	49.072187	a
49.299937	49.371655	t
49.371655	49.766098	a
50.023892	50.104332	t
50.104332	50.451287	a
50.777891	50.832163	t
50.832163	51.096741	a
52.340160	52.389587	t
52.389587	52.838303	a
53.077683	53.119357	t
53.119357	53.521554	a
53.818114	53.866571	t
53.866571	54.180576	a
54.563390	54.610878	t
54.610878	54.991754	a
55.365846	55.408488	t
55.408488	55.737030	a
55.990947	56.041343	t
56.041343	56.508473	a
56.680982	56.721686	t
56.721686	57.159742	a
57.392338	57.439826	t
57.439826	57.865283	a
58.080434	58.123077	t
58.123077	58.521397	a
58.773376	58.826679	t
58.826679	59.250198	a
59.488609	59.538035	t
59.538035	59.841379	a
60.292034	60.351152	t
60.351152	60.811498	a
61.017927	61.073168	t
61.073168	61.546665	a
62.776275	68.279526	i
68.569637	70.286462	n
70.286462	70.999024	a
70.999024	71.141246	n
71.141246	71.968457	a
71.968457	72.696983	n
72.696983	74.167096	u
74.167096	75.124919	n
75.124919	76.323649	i
76.323649	77.423695	u
