0.992653	2.234859	l
2.234859	2.983764	a
3.410431	4.775970	l
4.775970	5.562630	a
6.336145	7.766766	l
7.766766	8.530431	a
9.221224	10.644172	l
10.644172	11.266032	a
11.868262	13.021496	l
13.021496	14.013205	a
14.013205	15.259826	l
15.259826	16.428080	a
16.428080	17.766453	l
17.766453	18.512071	a
19.097457	20.138002	l
20.138002	20.988432	a
23.610836	24.485938	l
24.485938	25.525031	a
26.578257	27.552043	l
27.552043	28.509867	a
29.239021	29.268894	t
29.268894	29.601430	a
29.727997	29.780865	t
29.780865	30.124996	a
30.248419	30.300697	t
30.300697	30.628516	a
30.760586	30.803234	t
30.803234	31.152475	a
31.307344	31.338003	t
31.338003	31.700018	a
31.834055	31.864124	t
31.864124	32.184671	a
32.319886	32.350742	t
32.350742	32.696445	a
32.834019	32.870378	t
32.870378	33.107201	a
33.416152	33.485136	t
33.485136	33.739254	a
33.870146	33.932643	t
33.932643	34.215259	a
34.356764	34.386637	t
34.386637	34.696374	a
34.848098	34.873058	t
34.873058	35.189674	a
35.334323	35.360069	t
35.360069	35.640523	a
35.808363	35.837646	t
35.837646	36.114170	a
36.284761	36.310900	t
36.310900	36.566197	a
37.536289	37.619193	t
37.619193	37.955692	a
38.091555	38.171982	t
38.171982	38.546310	a
38.687159	38.741377	t
38.741377	39.114105	a
39.284363	39.339182	t
39.339182	39.732116	a
39.929383	39.970397	t
39.970397	40.389741	a
40.626222	40.648429	t
40.648429	40.924124	a
41.283246	41.351270	t
41.351270	41.731600	a
41.890254	41.966880	t
41.966880	42.362216	a
42.520470	42.562884	t
42.562884	43.011838	a
43.159488	43.237915	t
43.238715	43.600439	a
43.766096	43.793505	t
43.793505	44.089206	a
44.729425	44.823657	t
44.823657	45.182980	a
45.370044	45.414259	t
45.414259	45.825600	a
46.007262	46.051677	t
46.051677	46.445532	a
46.650082	46.726908	t
46.726908	47.096035	a
47.293302	47.364326	t
47.364326	47.631618	a
48.074673	48.130884	t
48.130884	48.580569	a
48.766646	48.849023	t
48.849023	49.309370	a
49.500292	49.557472	t
49.557472	50.018787	a
50.246537	50.318255	t
50.318255	50.712698	a
50.970492	51.050932	t
51.050932	51.397887	a
51.724491	51.778763	t
51.778763	52.043341	a
53.286760	53.336187	t
53.336187	53.784903	a
54.024283	54.065957	t
54.065957	54.468154	a
54.764714	54.813171	t
54.813171	55.127176	a
55.509990	55.557478	t
55.557478	55.938354	a
56.312446	56.355088	t
56.355088	56.683630	a
56.937547	56.987943	t
56.987943	57.455073	a
57.627582	57.668286	t
57.668286	58.106342	a
58.338938	58.386426	t
58.386426	58.811883	a
59.027034	59.069677	t
59.069677	59.467997	a
59.719976	59.773279	t
59.773279	60.196798	a
60.435209	60.484635	t
60.484635	60.787979	a
61.238634	61.297752	t
61.297752	61.758098	a
61.964527	62.019768	t
62.019768	62.493265	a
